subject	activity	feature	axis	method	mean	count
16	LAYING	tBodyGyro	X	std	-0.977010769857143	70
16	LAYING	tBodyGyro	Y	mean	-0.113675060885714	70
16	LAYING	tBodyGyro	Y	std	-0.970747514	70
16	LAYING	tBodyGyro	Z	mean	0.0966210349428571	70
16	LAYING	tBodyGyro	Z	std	-0.984781484857143	70
16	LAYING	tBodyGyroJerk	X	mean	-0.1022095722	70
16	LAYING	tBodyGyroJerk	X	std	-0.985835459428571	70
16	LAYING	tBodyGyroJerk	Y	mean	-0.0347735325871429	70
16	LAYING	tBodyGyroJerk	Y	std	-0.989046576	70
16	LAYING	tBodyGyroJerk	Z	mean	-0.0576790435142857	70
16	LAYING	tBodyGyroJerk	Z	std	-0.994465157714286	70
16	LAYING	tBodyGyroJerkMag	NA	mean	-0.990839526285714	70
16	LAYING	tBodyGyroJerkMag	NA	std	-0.988212425428571	70
16	LAYING	tBodyGyroMag	NA	mean	-0.951777099571429	70
16	LAYING	tBodyGyroMag	NA	std	-0.959020036285714	70
16	LAYING	tGravityAcc	X	mean	-0.206783742242857	70
16	LAYING	tGravityAcc	X	std	-0.963761977857143	70
16	LAYING	tGravityAcc	Y	mean	-0.0199270225714286	70
16	LAYING	tGravityAcc	Y	std	-0.966087103857143	70
16	LAYING	tGravityAcc	Z	mean	0.893884468571429	70
16	LAYING	tGravityAcc	Z	std	-0.967886002	70
16	LAYING	tGravityAccMag	NA	mean	-0.961834634857143	70
16	LAYING	tGravityAccMag	NA	std	-0.957895927714286	70
16	SITTING	fBodyAcc	X	mean	-0.987043828985507	69
16	SITTING	fBodyAcc	X	meanFreq	-0.00757859632753623	69
16	SITTING	fBodyAcc	X	std	-0.986892418405797	69
16	SITTING	fBodyAcc	Y	mean	-0.961456685507246	69
16	SITTING	fBodyAcc	Y	meanFreq	0.149987934068116	69
16	SITTING	fBodyAcc	Y	std	-0.949829260434783	69
16	SITTING	fBodyAcc	Z	mean	-0.959552230434783	69
16	SITTING	fBodyAcc	Z	meanFreq	0.131560420550725	69
16	SITTING	fBodyAcc	Z	std	-0.934652146521739	69
16	SITTING	fBodyAccJerk	X	mean	-0.990964251304348	69
16	SITTING	fBodyAccJerk	X	meanFreq	0.203452532052174	69
16	SITTING	fBodyAccJerk	X	std	-0.991567867681159	69
16	SITTING	fBodyAccJerk	Y	mean	-0.981752167391304	69
16	SITTING	fBodyAccJerk	Y	meanFreq	-0.027202812815942	69
16	SITTING	fBodyAccJerk	Y	std	-0.983230774492754	69
16	SITTING	fBodyAccJerk	Z	mean	-0.981178036811594	69
16	SITTING	fBodyAccJerk	Z	meanFreq	0.0110173707550725	69
16	SITTING	fBodyAccJerk	Z	std	-0.984362469130435	69
16	SITTING	fBodyAccMag	NA	mean	-0.958335480724638	69
16	SITTING	fBodyAccMag	NA	meanFreq	0.240617264101449	69
16	SITTING	fBodyAccMag	NA	std	-0.942588250115942	69
16	SITTING	fBodyBodyAccJerkMag	NA	mean	-0.983968635942029	69
16	SITTING	fBodyBodyAccJerkMag	NA	meanFreq	0.320055144681159	69
16	SITTING	fBodyBodyAccJerkMag	NA	std	-0.982190554782609	69
16	SITTING	fBodyBodyGyroJerkMag	NA	mean	-0.989363136376812	69
16	SITTING	fBodyBodyGyroJerkMag	NA	meanFreq	0.232631765847826	69
16	SITTING	fBodyBodyGyroJerkMag	NA	std	-0.987506348985507	69
16	SITTING	fBodyBodyGyroMag	NA	mean	-0.954060994347826	69
16	SITTING	fBodyBodyGyroMag	NA	meanFreq	0.000688060278260866	69
16	SITTING	fBodyBodyGyroMag	NA	std	-0.938863215072464	69
16	SITTING	fBodyGyro	X	mean	-0.978632856956522	69
16	SITTING	fBodyGyro	X	meanFreq	0.138693078721014	69
16	SITTING	fBodyGyro	X	std	-0.982057861449275	69
16	SITTING	fBodyGyro	Y	mean	-0.96679600173913	69
16	SITTING	fBodyGyro	Y	meanFreq	-0.174805735936232	69
16	SITTING	fBodyGyro	Y	std	-0.954343752463768	69
16	SITTING	fBodyGyro	Z	mean	-0.960058264057971	69
16	SITTING	fBodyGyro	Z	meanFreq	0.207112798289855	69
16	SITTING	fBodyGyro	Z	std	-0.964270052318841	69
16	SITTING	tBodyAcc	X	mean	0.280768574492754	69
16	SITTING	tBodyAcc	X	std	-0.986825605362319	69
16	SITTING	tBodyAcc	Y	mean	-0.0102497939956522	69
16	SITTING	tBodyAcc	Y	std	-0.951607872463768	69
16	SITTING	tBodyAcc	Z	mean	-0.0891404038405797	69
16	SITTING	tBodyAcc	Z	std	-0.939672247101449	69
16	SITTING	tBodyAccJerk	X	mean	0.0734346720289855	69
16	SITTING	tBodyAccJerk	X	std	-0.990861134782609	69
16	SITTING	tBodyAccJerk	Y	mean	0.00985642890855072	69
16	SITTING	tBodyAccJerk	Y	std	-0.981800970724638	69
16	SITTING	tBodyAccJerk	Z	mean	-0.0115030575052174	69
16	SITTING	tBodyAccJerk	Z	std	-0.983487212898551	69
16	SITTING	tBodyAccJerkMag	NA	mean	-0.987472699130435	69
16	SITTING	tBodyAccJerkMag	NA	std	-0.983615334057971	69
16	SITTING	tBodyAccMag	NA	mean	-0.961879680724638	69
16	SITTING	tBodyAccMag	NA	std	-0.941051236086957	69
16	SITTING	tBodyGyro	X	mean	-0.0412014042275362	69
16	SITTING	tBodyGyro	X	std	-0.981037373333333	69
16	SITTING	tBodyGyro	Y	mean	-0.0574525433043478	69
16	SITTING	tBodyGyro	Y	std	-0.958336595507246	69
16	SITTING	tBodyGyro	Z	mean	0.0795736310463768	69
16	SITTING	tBodyGyro	Z	std	-0.960287831304348	69
16	SITTING	tBodyGyroJerk	X	mean	-0.0957204520289855	69
16	SITTING	tBodyGyroJerk	X	std	-0.98958327942029	69
16	SITTING	tBodyGyroJerk	Y	mean	-0.0450369280637681	69
16	SITTING	tBodyGyroJerk	Y	std	-0.990621793333333	69
16	SITTING	tBodyGyroJerk	Z	mean	-0.0588371273536232	69
16	SITTING	tBodyGyroJerk	Z	std	-0.988364321449275	69
16	SITTING	tBodyGyroJerkMag	NA	mean	-0.992444606231884	69
16	SITTING	tBodyGyroJerkMag	NA	std	-0.988261252608696	69
16	SITTING	tBodyGyroMag	NA	mean	-0.946417382463768	69
16	SITTING	tBodyGyroMag	NA	std	-0.937942404637681	69
16	SITTING	tGravityAcc	X	mean	0.942457377971014	69
16	SITTING	tGravityAcc	X	std	-0.980158243333333	69
16	SITTING	tGravityAcc	Y	mean	-0.086588253942029	69
16	SITTING	tGravityAcc	Y	std	-0.968023206956522	69
16	SITTING	tGravityAcc	Z	mean	0.0892682200463768	69
16	SITTING	tGravityAcc	Z	std	-0.945813561478261	69
16	SITTING	tGravityAccMag	NA	mean	-0.961879680724638	69
16	SITTING	tGravityAccMag	NA	std	-0.941051236086957	69
16	STANDING	fBodyAcc	X	mean	-0.989427670897436	78
16	STANDING	fBodyAcc	X	meanFreq	-0.0162371376025641	78
16	STANDING	fBodyAcc	X	std	-0.989100620641026	78
16	STANDING	fBodyAcc	Y	mean	-0.96931401525641	78
16	STANDING	fBodyAcc	Y	meanFreq	0.0673569419466667	78
16	STANDING	fBodyAcc	Y	std	-0.958174310128205	78
16	STANDING	fBodyAcc	Z	mean	-0.969999504230769	78
16	STANDING	fBodyAcc	Z	meanFreq	0.0525158714	78
16	STANDING	fBodyAcc	Z	std	-0.948540267051282	78
16	STANDING	fBodyAccJerk	X	mean	-0.991038638974359	78
16	STANDING	fBodyAccJerk	X	meanFreq	0.267452462051282	78
16	STANDING	fBodyAccJerk	X	std	-0.991847149615385	78
16	STANDING	fBodyAccJerk	Y	mean	-0.982425403974359	78
16	STANDING	fBodyAccJerk	Y	meanFreq	-0.0110757034462821	78
16	STANDING	fBodyAccJerk	Y	std	-0.984236462179487	78
16	STANDING	fBodyAccJerk	Z	mean	-0.986091891538462	78
16	STANDING	fBodyAccJerk	Z	meanFreq	-0.00527777880897436	78
16	STANDING	fBodyAccJerk	Z	std	-0.98865796025641	78
16	STANDING	fBodyAccMag	NA	mean	-0.971082558076923	78
16	STANDING	fBodyAccMag	NA	meanFreq	0.0924921398371795	78
16	STANDING	fBodyAccMag	NA	std	-0.957173571923077	78
16	STANDING	fBodyBodyAccJerkMag	NA	mean	-0.986502687948718	78
16	STANDING	fBodyBodyAccJerkMag	NA	meanFreq	0.344673907153846	78
16	STANDING	fBodyBodyAccJerkMag	NA	std	-0.985912716923077	78
16	STANDING	fBodyBodyGyroJerkMag	NA	mean	-0.99117243	78
16	STANDING	fBodyBodyGyroJerkMag	NA	meanFreq	0.211078134223077	78
16	STANDING	fBodyBodyGyroJerkMag	NA	std	-0.990672800769231	78
16	STANDING	fBodyBodyGyroMag	NA	mean	-0.975448632179487	78
16	STANDING	fBodyBodyGyroMag	NA	meanFreq	-0.0835937870487179	78
16	STANDING	fBodyBodyGyroMag	NA	std	-0.963574736025641	78
16	STANDING	fBodyGyro	X	mean	-0.973157351666667	78
16	STANDING	fBodyGyro	X	meanFreq	-0.117570139566667	78
16	STANDING	fBodyGyro	X	std	-0.973926885	78
16	STANDING	fBodyGyro	Y	mean	-0.983594244615385	78
16	STANDING	fBodyGyro	Y	meanFreq	-0.180188922417949	78
16	STANDING	fBodyGyro	Y	std	-0.978402418717949	78
16	STANDING	fBodyGyro	Z	mean	-0.98363927	78
16	STANDING	fBodyGyro	Z	meanFreq	0.00791532346153846	78
16	STANDING	fBodyGyro	Z	std	-0.983527402051282	78
16	STANDING	tBodyAcc	X	mean	0.283497402948718	78
16	STANDING	tBodyAcc	X	std	-0.989076811794872	78
16	STANDING	tBodyAcc	Y	mean	-0.0165999672935897	78
16	STANDING	tBodyAcc	Y	std	-0.960298267692308	78
16	STANDING	tBodyAcc	Z	mean	-0.103657729076923	78
16	STANDING	tBodyAcc	Z	std	-0.953468961666667	78
16	STANDING	tBodyAccJerk	X	mean	0.0736438905641026	78
16	STANDING	tBodyAccJerk	X	std	-0.991026497435897	78
16	STANDING	tBodyAccJerk	Y	mean	0.0120767950358846	78
16	STANDING	tBodyAccJerk	Y	std	-0.98262195474359	78
16	STANDING	tBodyAccJerk	Z	mean	-0.00476310557910256	78
16	STANDING	tBodyAccJerk	Z	std	-0.988073825641026	78
16	STANDING	tBodyAccJerkMag	NA	mean	-0.989205231794872	78
16	STANDING	tBodyAccJerkMag	NA	std	-0.986761550641026	78
16	STANDING	tBodyAccMag	NA	mean	-0.969948825128205	78
16	STANDING	tBodyAccMag	NA	std	-0.95729449448718	78
16	STANDING	tBodyGyro	X	mean	-0.0299337294166667	78
16	STANDING	tBodyGyro	X	std	-0.973400107564103	78
16	STANDING	tBodyGyro	Y	mean	-0.068667733	78
16	STANDING	tBodyGyro	Y	std	-0.980110277307692	78
16	STANDING	tBodyGyro	Z	mean	0.0867342708846154	78
16	STANDING	tBodyGyro	Z	std	-0.982357006410256	78
16	STANDING	tBodyGyroJerk	X	mean	-0.100107332602564	78
16	STANDING	tBodyGyroJerk	X	std	-0.987102322692308	78
16	STANDING	tBodyGyroJerk	Y	mean	-0.0424982241410256	78
16	STANDING	tBodyGyroJerk	Y	std	-0.992589441153846	78
16	STANDING	tBodyGyroJerk	Z	mean	-0.0544335294410256	78
16	STANDING	tBodyGyroJerk	Z	std	-0.992698522948718	78
16	STANDING	tBodyGyroJerkMag	NA	mean	-0.992848576025641	78
16	STANDING	tBodyGyroJerkMag	NA	std	-0.990809427435897	78
16	STANDING	tBodyGyroMag	NA	mean	-0.972528178205128	78
16	STANDING	tBodyGyroMag	NA	std	-0.964105768461539	78
16	STANDING	tGravityAcc	X	mean	0.941587749358974	78
16	STANDING	tGravityAcc	X	std	-0.985359689871795	78
16	STANDING	tGravityAcc	Y	mean	-0.0578867045	78
16	STANDING	tGravityAcc	Y	std	-0.980552435769231	78
16	STANDING	tGravityAcc	Z	mean	-0.166737468166667	78
16	STANDING	tGravityAcc	Z	std	-0.959562830769231	78
16	STANDING	tGravityAccMag	NA	mean	-0.969948825128205	78
16	STANDING	tGravityAccMag	NA	std	-0.95729449448718	78
16	WALKING	fBodyAcc	X	mean	-0.394790433529412	51
16	WALKING	fBodyAcc	X	meanFreq	-0.350681958176471	51
16	WALKING	fBodyAcc	X	std	-0.409070488039216	51
16	WALKING	fBodyAcc	Y	mean	-0.321500667843137	51
16	WALKING	fBodyAcc	Y	meanFreq	-0.0270392028607843	51
16	WALKING	fBodyAcc	Y	std	-0.354370678627451	51
16	WALKING	fBodyAcc	Z	mean	-0.244363048235294	51
16	WALKING	fBodyAcc	Z	meanFreq	0.0309811083103922	51
16	WALKING	fBodyAcc	Z	std	-0.180501317941176	51
16	WALKING	fBodyAccJerk	X	mean	-0.44140618254902	51
16	WALKING	fBodyAccJerk	X	meanFreq	-0.330912145882353	51
16	WALKING	fBodyAccJerk	X	std	-0.402884115098039	51
16	WALKING	fBodyAccJerk	Y	mean	-0.454270822156863	51
16	WALKING	fBodyAccJerk	Y	meanFreq	-0.396511933696078	51
16	WALKING	fBodyAccJerk	Y	std	-0.433612657843137	51
16	WALKING	fBodyAccJerk	Z	mean	-0.422332394117647	51
16	WALKING	fBodyAccJerk	Z	meanFreq	-0.453928997882353	51
16	WALKING	fBodyAccJerk	Z	std	-0.45663628254902	51
16	WALKING	fBodyAccMag	NA	mean	-0.410463241960784	51
16	WALKING	fBodyAccMag	NA	meanFreq	0.175600477686275	51
16	WALKING	fBodyAccMag	NA	std	-0.592150985098039	51
16	WALKING	fBodyBodyAccJerkMag	NA	mean	-0.378278490588235	51
16	WALKING	fBodyBodyAccJerkMag	NA	meanFreq	0.0921999142870588	51
16	WALKING	fBodyBodyAccJerkMag	NA	std	-0.441447754509804	51
16	WALKING	fBodyBodyGyroJerkMag	NA	mean	-0.72068229	51
16	WALKING	fBodyBodyGyroJerkMag	NA	meanFreq	0.1076755658	51
16	WALKING	fBodyBodyGyroJerkMag	NA	std	-0.745726853921569	51
16	WALKING	fBodyBodyGyroMag	NA	mean	-0.669228540784314	51
16	WALKING	fBodyBodyGyroMag	NA	meanFreq	0.179727428509804	51
16	WALKING	fBodyBodyGyroMag	NA	std	-0.721137001568627	51
16	WALKING	fBodyGyro	X	mean	-0.59574648627451	51
16	WALKING	fBodyGyro	X	meanFreq	-0.184031594529412	51
16	WALKING	fBodyGyro	X	std	-0.673741136862745	51
16	WALKING	fBodyGyro	Y	mean	-0.619731930392157	51
16	WALKING	fBodyGyro	Y	meanFreq	-0.0870475841176471	51
16	WALKING	fBodyGyro	Y	std	-0.61194087745098	51
16	WALKING	fBodyGyro	Z	mean	-0.432885310980392	51
16	WALKING	fBodyGyro	Z	meanFreq	-0.285078729888235	51
16	WALKING	fBodyGyro	Z	std	-0.403219791372549	51
16	WALKING	tBodyAcc	X	mean	0.276023564509804	51
16	WALKING	tBodyAcc	X	std	-0.404692523921569	51
16	WALKING	tBodyAcc	Y	mean	-0.0204286929452941	51
16	WALKING	tBodyAcc	Y	std	-0.314569762352941	51
16	WALKING	tBodyAcc	Z	mean	-0.108804049803922	51
16	WALKING	tBodyAcc	Z	std	-0.159799790235294	51
16	WALKING	tBodyAccJerk	X	mean	0.0770223771764706	51
16	WALKING	tBodyAccJerk	X	std	-0.396223738431373	51
16	WALKING	tBodyAccJerk	Y	mean	0.00968444678235294	51
16	WALKING	tBodyAccJerk	Y	std	-0.425563858627451	51
16	WALKING	tBodyAccJerk	Z	mean	0.00360803282352941	51
16	WALKING	tBodyAccJerk	Z	std	-0.44025821745098	51
16	WALKING	tBodyAccJerkMag	NA	mean	-0.363144483529412	51
16	WALKING	tBodyAccJerkMag	NA	std	-0.403386563921569	51
16	WALKING	tBodyAccMag	NA	mean	-0.258766694117647	51
16	WALKING	tBodyAccMag	NA	std	-0.47180926745098	51
16	WALKING	tBodyGyro	X	mean	-0.0151721912792157	51
16	WALKING	tBodyGyro	X	std	-0.654171847058823	51
16	WALKING	tBodyGyro	Y	mean	-0.0695955689607843	51
16	WALKING	tBodyGyro	Y	std	-0.612593634117647	51
16	WALKING	tBodyGyro	Z	mean	0.0818650735686274	51
16	WALKING	tBodyGyro	Z	std	-0.365489530588235	51
16	WALKING	tBodyGyroJerk	X	mean	-0.110917348282353	51
16	WALKING	tBodyGyroJerk	X	std	-0.675889722745098	51
16	WALKING	tBodyGyroJerk	Y	mean	-0.0433876843176471	51
16	WALKING	tBodyGyroJerk	Y	std	-0.712237752941177	51
16	WALKING	tBodyGyroJerk	Z	mean	-0.0532986670705882	51
16	WALKING	tBodyGyroJerk	Z	std	-0.571264779411765	51
16	WALKING	tBodyGyroJerkMag	NA	mean	-0.671541834117647	51
16	WALKING	tBodyGyroJerkMag	NA	std	-0.722808438431373	51
16	WALKING	tBodyGyroMag	NA	mean	-0.485931932745098	51
16	WALKING	tBodyGyroMag	NA	std	-0.665078404313725	51
16	WALKING	tGravityAcc	X	mean	0.925981326078431	51
16	WALKING	tGravityAcc	X	std	-0.982469595490196	51
16	WALKING	tGravityAcc	Y	mean	-0.0668246472745098	51
16	WALKING	tGravityAcc	Y	std	-0.973784841960784	51
16	WALKING	tGravityAcc	Z	mean	-0.217351194313725	51
16	WALKING	tGravityAcc	Z	std	-0.961387254313726	51
16	WALKING	tGravityAccMag	NA	mean	-0.258766694117647	51
16	WALKING	tGravityAccMag	NA	std	-0.47180926745098	51
16	WALKING_DOWNSTAIRS	fBodyAcc	X	mean	0.0368263528276596	47
16	WALKING_DOWNSTAIRS	fBodyAcc	X	meanFreq	-0.447958436170213	47
16	WALKING_DOWNSTAIRS	fBodyAcc	X	std	0.266115492098298	47
16	WALKING_DOWNSTAIRS	fBodyAcc	Y	mean	-0.134598352726809	47
16	WALKING_DOWNSTAIRS	fBodyAcc	Y	meanFreq	-0.00264587983404255	47
16	WALKING_DOWNSTAIRS	fBodyAcc	Y	std	-0.208680587882979	47
16	WALKING_DOWNSTAIRS	fBodyAcc	Z	mean	-0.04769426376	47
16	WALKING_DOWNSTAIRS	fBodyAcc	Z	meanFreq	0.0352940709170213	47
16	WALKING_DOWNSTAIRS	fBodyAcc	Z	std	-0.0379716239787234	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	X	mean	-0.155444882765957	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	X	meanFreq	-0.368978400468085	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	X	std	-0.125682818093191	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	mean	-0.289957855489362	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	meanFreq	-0.417064208808511	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	std	-0.281507406948936	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	mean	-0.241974080021277	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	meanFreq	-0.376637686702128	47
16	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	std	-0.36402669587234	47
16	WALKING_DOWNSTAIRS	fBodyAccMag	NA	mean	0.114032088546809	47
16	WALKING_DOWNSTAIRS	fBodyAccMag	NA	meanFreq	0.0201391853085106	47
16	WALKING_DOWNSTAIRS	fBodyAccMag	NA	std	-0.0534137179170213	47
16	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	mean	-0.0745659082223404	47
16	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	meanFreq	-0.0148414437446808	47
16	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	std	-0.0919623368021277	47
16	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	mean	-0.58966315	47
16	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	meanFreq	0.102927876712766	47
16	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	std	-0.633479804680851	47
16	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	mean	-0.488253939574468	47
16	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	meanFreq	0.041547289106383	47
16	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	std	-0.479939845914894	47
16	WALKING_DOWNSTAIRS	fBodyGyro	X	mean	-0.420844008625532	47
16	WALKING_DOWNSTAIRS	fBodyGyro	X	meanFreq	-0.282624940382979	47
16	WALKING_DOWNSTAIRS	fBodyGyro	X	std	-0.470373498510638	47
16	WALKING_DOWNSTAIRS	fBodyGyro	Y	mean	-0.479512983617021	47
16	WALKING_DOWNSTAIRS	fBodyGyro	Y	meanFreq	0.0791059230361702	47
16	WALKING_DOWNSTAIRS	fBodyGyro	Y	std	-0.565214032765957	47
16	WALKING_DOWNSTAIRS	fBodyGyro	Z	mean	-0.375000625531915	47
16	WALKING_DOWNSTAIRS	fBodyGyro	Z	meanFreq	-0.121321578170213	47
16	WALKING_DOWNSTAIRS	fBodyGyro	Z	std	-0.521100818723404	47
16	WALKING_DOWNSTAIRS	tBodyAcc	X	mean	0.295586802191489	47
16	WALKING_DOWNSTAIRS	tBodyAcc	X	std	0.207251997929787	47
16	WALKING_DOWNSTAIRS	tBodyAcc	Y	mean	-0.0183898583787234	47
16	WALKING_DOWNSTAIRS	tBodyAcc	Y	std	-0.146993837655319	47
16	WALKING_DOWNSTAIRS	tBodyAcc	Z	mean	-0.119873705148936	47
16	WALKING_DOWNSTAIRS	tBodyAcc	Z	std	0.0114353944787234	47
16	WALKING_DOWNSTAIRS	tBodyAccJerk	X	mean	0.0907857064255319	47
16	WALKING_DOWNSTAIRS	tBodyAccJerk	X	std	-0.101186926595745	47
16	WALKING_DOWNSTAIRS	tBodyAccJerk	Y	mean	-0.0148114530276596	47
16	WALKING_DOWNSTAIRS	tBodyAccJerk	Y	std	-0.261684752425532	47
16	WALKING_DOWNSTAIRS	tBodyAccJerk	Z	mean	-0.029312256293617	47
16	WALKING_DOWNSTAIRS	tBodyAccJerk	Z	std	-0.303381582831915	47
16	WALKING_DOWNSTAIRS	tBodyAccJerkMag	NA	mean	-0.165908810808511	47
16	WALKING_DOWNSTAIRS	tBodyAccJerkMag	NA	std	-0.0783498875595745	47
16	WALKING_DOWNSTAIRS	tBodyAccMag	NA	mean	0.191079793587447	47
16	WALKING_DOWNSTAIRS	tBodyAccMag	NA	std	0.119183740638298	47
16	WALKING_DOWNSTAIRS	tBodyGyro	X	mean	-0.0225373369978723	47
16	WALKING_DOWNSTAIRS	tBodyGyro	X	std	-0.45418847106383	47
16	WALKING_DOWNSTAIRS	tBodyGyro	Y	mean	-0.068264792706383	47
16	WALKING_DOWNSTAIRS	tBodyGyro	Y	std	-0.528329304680851	47
16	WALKING_DOWNSTAIRS	tBodyGyro	Z	mean	0.0835380057	47
16	WALKING_DOWNSTAIRS	tBodyGyro	Z	std	-0.444636334893617	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerk	X	mean	-0.103904044543617	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerk	X	std	-0.623676024255319	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerk	Y	mean	-0.0567686629753191	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerk	Y	std	-0.583421784680851	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerk	Z	mean	-0.0612136932929787	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerk	Z	std	-0.540633469361702	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerkMag	NA	mean	-0.590896636382979	47
16	WALKING_DOWNSTAIRS	tBodyGyroJerkMag	NA	std	-0.595822214468085	47
16	WALKING_DOWNSTAIRS	tBodyGyroMag	NA	mean	-0.309820427234043	47
16	WALKING_DOWNSTAIRS	tBodyGyroMag	NA	std	-0.422315316808511	47
16	WALKING_DOWNSTAIRS	tGravityAcc	X	mean	0.917818427021277	47
16	WALKING_DOWNSTAIRS	tGravityAcc	X	std	-0.957785118085106	47
16	WALKING_DOWNSTAIRS	tGravityAcc	Y	mean	-0.0584832676382979	47
16	WALKING_DOWNSTAIRS	tGravityAcc	Y	std	-0.955487793617021	47
16	WALKING_DOWNSTAIRS	tGravityAcc	Z	mean	-0.225382496382979	47
16	WALKING_DOWNSTAIRS	tGravityAcc	Z	std	-0.910588943191489	47
16	WALKING_DOWNSTAIRS	tGravityAccMag	NA	mean	0.191079793587447	47
16	WALKING_DOWNSTAIRS	tGravityAccMag	NA	std	0.119183740638298	47
16	WALKING_UPSTAIRS	fBodyAcc	X	mean	-0.474984014705882	51
16	WALKING_UPSTAIRS	fBodyAcc	X	meanFreq	-0.438031145882353	51
16	WALKING_UPSTAIRS	fBodyAcc	X	std	-0.369636140980392	51
16	WALKING_UPSTAIRS	fBodyAcc	Y	mean	-0.268063812745098	51
16	WALKING_UPSTAIRS	fBodyAcc	Y	meanFreq	-0.223644983547059	51
16	WALKING_UPSTAIRS	fBodyAcc	Y	std	-0.166324239117647	51
16	WALKING_UPSTAIRS	fBodyAcc	Z	mean	-0.335853041176471	51
16	WALKING_UPSTAIRS	fBodyAcc	Z	meanFreq	-0.301508248862745	51
16	WALKING_UPSTAIRS	fBodyAcc	Z	std	-0.094561233145098	51
16	WALKING_UPSTAIRS	fBodyAccJerk	X	mean	-0.546088862941176	51
16	WALKING_UPSTAIRS	fBodyAccJerk	X	meanFreq	-0.332237727509804	51
16	WALKING_UPSTAIRS	fBodyAccJerk	X	std	-0.538073090196078	51
16	WALKING_UPSTAIRS	fBodyAccJerk	Y	mean	-0.468605205294118	51
16	WALKING_UPSTAIRS	fBodyAccJerk	Y	meanFreq	-0.535799234509804	51
16	WALKING_UPSTAIRS	fBodyAccJerk	Y	std	-0.417127012352941	51
16	WALKING_UPSTAIRS	fBodyAccJerk	Z	mean	-0.565220840588235	51
16	WALKING_UPSTAIRS	fBodyAccJerk	Z	meanFreq	-0.519560112156863	51
16	WALKING_UPSTAIRS	fBodyAccJerk	Z	std	-0.620123586470588	51
16	WALKING_UPSTAIRS	fBodyAccMag	NA	mean	-0.370649738235294	51
16	WALKING_UPSTAIRS	fBodyAccMag	NA	meanFreq	-0.0937396805764706	51
16	WALKING_UPSTAIRS	fBodyAccMag	NA	std	-0.418924256078431	51
16	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	mean	-0.475597717843137	51
16	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	meanFreq	0.0673443714078431	51
16	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	std	-0.51993124	51
16	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	mean	-0.787833632352941	51
16	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	meanFreq	0.13453789232549	51
16	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	std	-0.825314327058824	51
16	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	mean	-0.630546675490196	51
16	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	meanFreq	-0.279231071313725	51
16	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	std	-0.532486721568627	51
16	WALKING_UPSTAIRS	fBodyGyro	X	mean	-0.53239971627451	51
16	WALKING_UPSTAIRS	fBodyGyro	X	meanFreq	-0.380643599411765	51
16	WALKING_UPSTAIRS	fBodyGyro	X	std	-0.509896031372549	51
16	WALKING_UPSTAIRS	fBodyGyro	Y	mean	-0.642018064117647	51
16	WALKING_UPSTAIRS	fBodyGyro	Y	meanFreq	-0.311988459980392	51
16	WALKING_UPSTAIRS	fBodyGyro	Y	std	-0.559600598431373	51
16	WALKING_UPSTAIRS	fBodyGyro	Z	mean	-0.492427493529412	51
16	WALKING_UPSTAIRS	fBodyGyro	Z	meanFreq	-0.419784041764706	51
16	WALKING_UPSTAIRS	fBodyGyro	Z	std	-0.387309489901961	51
16	WALKING_UPSTAIRS	tBodyAcc	X	mean	0.255986102627451	51
